	q	m	n	k	odds ratio	p-value	fdr
GeneList1020	5.442000e+03	1.093500e+04	1.106500e+04	1.098900e+04	9.855359e-01	2.991800e-01	0.000000e+00
GeneList1274	5.534000e+03	1.103900e+04	1.096100e+04	1.098900e+04	1.014666e+00	2.993038e-01	0.000000e+00
GeneList1192	5.457000e+03	1.096500e+04	1.103500e+04	1.098900e+04	9.855471e-01	2.993228e-01	0.000000e+00
GeneList807	5.519000e+03	1.100900e+04	1.099100e+04	1.098900e+04	1.014655e+00	2.994454e-01	0.000000e+00
GeneList1547	5.512000e+03	1.099500e+04	1.100500e+04	1.098900e+04	1.014650e+00	2.995110e-01	0.000000e+00
GeneList335	5.508000e+03	1.098700e+04	1.101300e+04	1.098900e+04	1.014647e+00	2.995484e-01	0.000000e+00
GeneList101	5.505000e+03	1.098100e+04	1.101900e+04	1.098900e+04	1.014645e+00	2.995764e-01	0.000000e+00
GeneList400	5.488000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.855693e-01	2.996136e-01	0.000000e+00
GeneList1474	5.490000e+03	1.103100e+04	1.096900e+04	1.098900e+04	9.855707e-01	2.996321e-01	0.000000e+00
GeneList647	5.494000e+03	1.103900e+04	1.096100e+04	1.098900e+04	9.855735e-01	2.996692e-01	0.000000e+00
GeneList882	5.489000e+03	1.094900e+04	1.105100e+04	1.098900e+04	1.014633e+00	2.997246e-01	0.000000e+00
GeneList363	5.456000e+03	1.088300e+04	1.111700e+04	1.098900e+04	1.014610e+00	3.000256e-01	0.000000e+00
GeneList27	5.562000e+03	1.117500e+04	1.082500e+04	1.098900e+04	9.856189e-01	3.002849e-01	0.000000e+00
GeneList1859	5.406000e+03	1.078300e+04	1.121700e+04	1.098900e+04	1.014577e+00	3.004695e-01	0.000000e+00
GeneList1932	5.414000e+03	1.087800e+04	1.112200e+04	1.098900e+04	9.858727e-01	3.036025e-01	0.000000e+00
GeneList31	5.561000e+03	1.109400e+04	1.090600e+04	1.098900e+04	1.014319e+00	3.037389e-01	0.000000e+00
GeneList259	5.434000e+03	1.091800e+04	1.108200e+04	1.098900e+04	9.858880e-01	3.037971e-01	0.000000e+00
GeneList1149	5.553000e+03	1.107800e+04	1.092200e+04	1.098900e+04	1.014312e+00	3.038164e-01	0.000000e+00
GeneList1141	5.541000e+03	1.105400e+04	1.094600e+04	1.098900e+04	1.014303e+00	3.039319e-01	0.000000e+00
GeneList631	5.541000e+03	1.105400e+04	1.094600e+04	1.098900e+04	1.014303e+00	3.039319e-01	0.000000e+00
GeneList203	5.455000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.859037e-01	3.039989e-01	0.000000e+00
GeneList1352	5.459000e+03	1.096800e+04	1.103200e+04	1.098900e+04	9.859066e-01	3.040371e-01	0.000000e+00
GeneList315	5.460000e+03	1.097000e+04	1.103000e+04	1.098900e+04	9.859073e-01	3.040466e-01	0.000000e+00
GeneList1575	5.463000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.859095e-01	3.040752e-01	0.000000e+00
GeneList206	5.525000e+03	1.102200e+04	1.097800e+04	1.098900e+04	1.014291e+00	3.040847e-01	0.000000e+00
GeneList1585	5.465000e+03	1.098000e+04	1.102000e+04	1.098900e+04	9.859110e-01	3.040942e-01	0.000000e+00
GeneList1031	5.514000e+03	1.100000e+04	1.100000e+04	1.098900e+04	1.014283e+00	3.041888e-01	0.000000e+00
GeneList916	5.510000e+03	1.099200e+04	1.100800e+04	1.098900e+04	1.014280e+00	3.042265e-01	0.000000e+00
GeneList946	5.494000e+03	1.103800e+04	1.096200e+04	1.098900e+04	9.859317e-01	3.043670e-01	0.000000e+00
GeneList1606	5.485000e+03	1.094200e+04	1.105800e+04	1.098900e+04	1.014262e+00	3.044600e-01	0.000000e+00
GeneList1389	5.508000e+03	1.106600e+04	1.093400e+04	1.098900e+04	9.859414e-01	3.044970e-01	0.000000e+00
GeneList516	5.542000e+03	1.113400e+04	1.086600e+04	1.098900e+04	9.859642e-01	3.048080e-01	0.000000e+00
GeneList1259	5.444000e+03	1.086000e+04	1.114000e+04	1.098900e+04	1.014234e+00	3.048351e-01	0.000000e+00
GeneList1521	5.585000e+03	1.114300e+04	1.085700e+04	1.098900e+04	1.013969e+00	3.082288e-01	0.000000e+00
GeneList1434	5.559000e+03	1.109100e+04	1.090900e+04	1.098900e+04	1.013949e+00	3.084844e-01	0.000000e+00
GeneList962	5.434000e+03	1.091700e+04	1.108300e+04	1.098900e+04	9.862462e-01	3.085234e-01	0.000000e+00
GeneList337	5.521000e+03	1.101500e+04	1.098500e+04	1.098900e+04	1.013920e+00	3.088511e-01	0.000000e+00
GeneList1746	5.474000e+03	1.099700e+04	1.100300e+04	1.098900e+04	9.862757e-01	3.089083e-01	0.000000e+00
GeneList543	5.513000e+03	1.099900e+04	1.100100e+04	1.098900e+04	1.013914e+00	3.089273e-01	0.000000e+00
GeneList1440	5.509000e+03	1.099100e+04	1.100900e+04	1.098900e+04	1.013911e+00	3.089652e-01	0.000000e+00
GeneList1282	5.500000e+03	1.097300e+04	1.102700e+04	1.098900e+04	1.013904e+00	3.090503e-01	0.000000e+00
GeneList1724	5.499000e+03	1.104700e+04	1.095300e+04	1.098900e+04	9.862934e-01	3.091442e-01	0.000000e+00
GeneList1311	5.502000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.862955e-01	3.091723e-01	0.000000e+00
GeneList421	5.515000e+03	1.107900e+04	1.092100e+04	1.098900e+04	9.863044e-01	3.092934e-01	0.000000e+00
GeneList56	5.558000e+03	1.109000e+04	1.091000e+04	1.098900e+04	1.013580e+00	3.132523e-01	0.000000e+00
GeneList216	5.446000e+03	1.094000e+04	1.106000e+04	1.098900e+04	9.866136e-01	3.133989e-01	0.000000e+00
GeneList1158	5.541000e+03	1.105600e+04	1.094400e+04	1.098900e+04	1.013567e+00	3.134183e-01	0.000000e+00
GeneList1382	5.455000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.866202e-01	3.134862e-01	0.000000e+00
GeneList676	5.456000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.866210e-01	3.134959e-01	0.000000e+00
GeneList38	5.529000e+03	1.103200e+04	1.096800e+04	1.098900e+04	1.013557e+00	3.135345e-01	0.000000e+00
GeneList125	5.525000e+03	1.102400e+04	1.097600e+04	1.098900e+04	1.013554e+00	3.135731e-01	0.000000e+00
GeneList1590	5.464000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.866268e-01	3.135731e-01	0.000000e+00
GeneList711	5.470000e+03	1.098800e+04	1.101200e+04	1.098900e+04	9.866312e-01	3.136308e-01	0.000000e+00
GeneList1051	5.514000e+03	1.100200e+04	1.099800e+04	1.098900e+04	1.013546e+00	3.136787e-01	0.000000e+00
GeneList353	5.512000e+03	1.099800e+04	1.100200e+04	1.098900e+04	1.013545e+00	3.136978e-01	0.000000e+00
GeneList106	5.482000e+03	1.101200e+04	1.098800e+04	1.098900e+04	9.866398e-01	3.137455e-01	0.000000e+00
GeneList270	5.483000e+03	1.101400e+04	1.098600e+04	1.098900e+04	9.866405e-01	3.137551e-01	0.000000e+00
GeneList352	5.484000e+03	1.101600e+04	1.098400e+04	1.098900e+04	9.866412e-01	3.137646e-01	0.000000e+00
GeneList905	5.493000e+03	1.096000e+04	1.104000e+04	1.098900e+04	1.013531e+00	3.138784e-01	0.000000e+00
GeneList217	5.491000e+03	1.095600e+04	1.104400e+04	1.098900e+04	1.013530e+00	3.138973e-01	0.000000e+00
GeneList464	5.477000e+03	1.092800e+04	1.107200e+04	1.098900e+04	1.013520e+00	3.140289e-01	0.000000e+00
GeneList260	5.514000e+03	1.107600e+04	1.092400e+04	1.098900e+04	9.866621e-01	3.140476e-01	0.000000e+00
GeneList664	5.425000e+03	1.082400e+04	1.117600e+04	1.098900e+04	1.013484e+00	3.145083e-01	0.000000e+00
GeneList1991	5.601000e+03	1.117700e+04	1.082300e+04	1.098900e+04	1.013246e+00	3.176121e-01	0.000000e+00
GeneList498	5.417000e+03	1.088100e+04	1.111900e+04	1.098900e+04	9.869501e-01	3.179029e-01	0.000000e+00
GeneList1490	5.552000e+03	1.107900e+04	1.092100e+04	1.098900e+04	1.013207e+00	3.181008e-01	0.000000e+00
GeneList1346	5.438000e+03	1.092300e+04	1.107700e+04	1.098900e+04	9.869661e-01	3.181107e-01	0.000000e+00
GeneList1347	5.456000e+03	1.095900e+04	1.104100e+04	1.098900e+04	9.869794e-01	3.182868e-01	0.000000e+00
GeneList1254	5.457000e+03	1.096100e+04	1.103900e+04	1.098900e+04	9.869802e-01	3.182965e-01	0.000000e+00
GeneList15	5.529000e+03	1.103300e+04	1.096700e+04	1.098900e+04	1.013189e+00	3.183257e-01	0.000000e+00
GeneList1876	5.514000e+03	1.100300e+04	1.099700e+04	1.098900e+04	1.013178e+00	3.184708e-01	0.000000e+00
GeneList1958	5.499000e+03	1.104500e+04	1.095500e+04	1.098900e+04	9.870103e-01	3.187004e-01	0.000000e+00
GeneList1709	5.488000e+03	1.095100e+04	1.104900e+04	1.098900e+04	1.013159e+00	3.187194e-01	0.000000e+00
GeneList1439	5.503000e+03	1.105300e+04	1.094700e+04	1.098900e+04	9.870131e-01	3.187384e-01	0.000000e+00
GeneList1764	5.485000e+03	1.094500e+04	1.105500e+04	1.098900e+04	1.013157e+00	3.187479e-01	0.000000e+00
GeneList1417	5.603000e+03	1.118200e+04	1.081800e+04	1.098900e+04	1.012879e+00	3.224094e-01	0.000000e+00
GeneList1070	5.549000e+03	1.107400e+04	1.092600e+04	1.098900e+04	1.012837e+00	3.229509e-01	0.000000e+00
GeneList209	5.443000e+03	1.093200e+04	1.106800e+04	1.098900e+04	9.873284e-01	3.229805e-01	0.000000e+00
GeneList447	5.534000e+03	1.104400e+04	1.095600e+04	1.098900e+04	1.012825e+00	3.230985e-01	0.000000e+00
GeneList379	5.526000e+03	1.102800e+04	1.097200e+04	1.098900e+04	1.012819e+00	3.231768e-01	0.000000e+00
GeneList1318	5.475000e+03	1.099600e+04	1.100400e+04	1.098900e+04	9.873519e-01	3.232935e-01	0.000000e+00
GeneList1720	5.482000e+03	1.101000e+04	1.099000e+04	1.098900e+04	9.873569e-01	3.233612e-01	0.000000e+00
GeneList1429	5.507000e+03	1.099000e+04	1.101000e+04	1.098900e+04	1.012805e+00	3.233612e-01	0.000000e+00
GeneList662	5.506000e+03	1.098800e+04	1.101200e+04	1.098900e+04	1.012804e+00	3.233709e-01	0.000000e+00
GeneList1904	5.506000e+03	1.098800e+04	1.101200e+04	1.098900e+04	1.012804e+00	3.233709e-01	0.000000e+00
GeneList1266	5.489000e+03	1.095400e+04	1.104600e+04	1.098900e+04	1.012792e+00	3.235342e-01	0.000000e+00
GeneList1140	5.502000e+03	1.105000e+04	1.095000e+04	1.098900e+04	9.873710e-01	3.235533e-01	0.000000e+00
GeneList989	5.518000e+03	1.108200e+04	1.091800e+04	1.098900e+04	9.873821e-01	3.237055e-01	0.000000e+00
GeneList1579	5.419000e+03	1.088300e+04	1.111700e+04	1.098900e+04	9.876690e-01	3.275915e-01	0.000000e+00
GeneList557	5.422000e+03	1.088900e+04	1.111100e+04	1.098900e+04	9.876713e-01	3.276216e-01	0.000000e+00
GeneList1913	5.436000e+03	1.091700e+04	1.108300e+04	1.098900e+04	9.876819e-01	3.277616e-01	0.000000e+00
GeneList220	5.545000e+03	1.106700e+04	1.093300e+04	1.098900e+04	1.012466e+00	3.278411e-01	0.000000e+00
GeneList1838	5.535000e+03	1.104700e+04	1.095300e+04	1.098900e+04	1.012458e+00	3.279400e-01	0.000000e+00
GeneList1943	5.464000e+03	1.097300e+04	1.102700e+04	1.098900e+04	9.877027e-01	3.280384e-01	0.000000e+00
GeneList1803	5.464000e+03	1.097300e+04	1.102700e+04	1.098900e+04	9.877027e-01	3.280384e-01	0.000000e+00
GeneList867	5.524000e+03	1.102500e+04	1.097500e+04	1.098900e+04	1.012450e+00	3.280482e-01	0.000000e+00
GeneList33	5.522000e+03	1.102100e+04	1.097900e+04	1.098900e+04	1.012448e+00	3.280678e-01	0.000000e+00
GeneList1130	5.468000e+03	1.098100e+04	1.101900e+04	1.098900e+04	9.877056e-01	3.280776e-01	0.000000e+00
GeneList988	5.469000e+03	1.098300e+04	1.101700e+04	1.098900e+04	9.877063e-01	3.280874e-01	0.000000e+00
GeneList1891	5.477000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.877121e-01	3.281656e-01	0.000000e+00
GeneList1279	5.506000e+03	1.098900e+04	1.101100e+04	1.098900e+04	1.012436e+00	3.282240e-01	0.000000e+00
GeneList855	5.499000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.012431e+00	3.282918e-01	0.000000e+00
GeneList1479	5.487000e+03	1.095100e+04	1.104900e+04	1.098900e+04	1.012423e+00	3.284076e-01	0.000000e+00
GeneList1818	5.486000e+03	1.094900e+04	1.105100e+04	1.098900e+04	1.012422e+00	3.284172e-01	0.000000e+00
GeneList256	5.480000e+03	1.093700e+04	1.106300e+04	1.098900e+04	1.012418e+00	3.284748e-01	0.000000e+00
GeneList1351	5.521000e+03	1.108700e+04	1.091300e+04	1.098900e+04	9.877429e-01	3.285894e-01	0.000000e+00
GeneList1614	5.525000e+03	1.109500e+04	1.090500e+04	1.098900e+04	9.877456e-01	3.286274e-01	0.000000e+00
GeneList1666	5.525000e+03	1.109500e+04	1.090500e+04	1.098900e+04	9.877456e-01	3.286274e-01	0.000000e+00
GeneList762	5.452000e+03	1.088100e+04	1.111900e+04	1.098900e+04	1.012398e+00	3.287410e-01	0.000000e+00
GeneList534	5.538000e+03	1.112100e+04	1.087900e+04	1.098900e+04	9.877544e-01	3.287505e-01	0.000000e+00
GeneList582	5.437000e+03	1.085100e+04	1.114900e+04	1.098900e+04	1.012388e+00	3.288820e-01	0.000000e+00
GeneList640	5.555000e+03	1.108800e+04	1.091200e+04	1.098900e+04	1.012106e+00	3.326210e-01	0.000000e+00
GeneList793	5.439000e+03	1.092200e+04	1.107800e+04	1.098900e+04	9.880430e-01	3.326711e-01	0.000000e+00
GeneList366	5.537000e+03	1.105200e+04	1.094800e+04	1.098900e+04	1.012092e+00	3.328007e-01	0.000000e+00
GeneList871	5.464000e+03	1.097200e+04	1.102800e+04	1.098900e+04	9.880615e-01	3.329195e-01	0.000000e+00
GeneList1161	5.466000e+03	1.097600e+04	1.102400e+04	1.098900e+04	9.880630e-01	3.329392e-01	0.000000e+00
GeneList483	5.468000e+03	1.098000e+04	1.102000e+04	1.098900e+04	9.880644e-01	3.329590e-01	0.000000e+00
GeneList1658	5.497000e+03	1.103800e+04	1.096200e+04	1.098900e+04	9.880852e-01	3.332426e-01	0.000000e+00
GeneList265	5.499000e+03	1.104200e+04	1.095800e+04	1.098900e+04	9.880866e-01	3.332620e-01	0.000000e+00
GeneList388	5.478000e+03	1.093400e+04	1.106600e+04	1.098900e+04	1.012048e+00	3.333779e-01	0.000000e+00
GeneList1967	5.511000e+03	1.106600e+04	1.093400e+04	1.098900e+04	9.880950e-01	3.333779e-01	0.000000e+00
GeneList584	5.474000e+03	1.092600e+04	1.107400e+04	1.098900e+04	1.012046e+00	3.334164e-01	0.000000e+00
GeneList41	5.470000e+03	1.091800e+04	1.108200e+04	1.098900e+04	1.012043e+00	3.334549e-01	0.000000e+00
GeneList150	5.522000e+03	1.108800e+04	1.091200e+04	1.098900e+04	9.881025e-01	3.334836e-01	0.000000e+00
GeneList1778	5.412000e+03	1.080200e+04	1.119800e+04	1.098900e+04	1.012003e+00	3.340029e-01	0.000000e+00
GeneList1510	5.579000e+03	1.120200e+04	1.079800e+04	1.098900e+04	9.881403e-01	3.340215e-01	0.000000e+00
GeneList1857	5.587000e+03	1.115300e+04	1.084700e+04	1.098900e+04	1.011763e+00	3.372038e-01	0.000000e+00
GeneList439	5.554000e+03	1.108700e+04	1.091300e+04	1.098900e+04	1.011737e+00	3.375390e-01	0.000000e+00
GeneList919	5.443000e+03	1.092900e+04	1.107100e+04	1.098900e+04	9.884050e-01	3.376194e-01	0.000000e+00
GeneList1344	5.444000e+03	1.093100e+04	1.106900e+04	1.098900e+04	9.884058e-01	3.376295e-01	0.000000e+00
GeneList1544	5.445000e+03	1.093300e+04	1.106700e+04	1.098900e+04	9.884065e-01	3.376395e-01	0.000000e+00
GeneList970	5.531000e+03	1.104100e+04	1.095900e+04	1.098900e+04	1.011720e+00	3.377694e-01	0.000000e+00
GeneList903	5.468000e+03	1.097900e+04	1.102100e+04	1.098900e+04	9.884234e-01	3.378687e-01	0.000000e+00
GeneList1220	5.472000e+03	1.098700e+04	1.101300e+04	1.098900e+04	9.884263e-01	3.379083e-01	0.000000e+00
GeneList161	5.477000e+03	1.099700e+04	1.100300e+04	1.098900e+04	9.884300e-01	3.379577e-01	0.000000e+00
GeneList132	5.498000e+03	1.097500e+04	1.102500e+04	1.098900e+04	1.011695e+00	3.380954e-01	0.000000e+00
GeneList141	5.489000e+03	1.095700e+04	1.104300e+04	1.098900e+04	1.011689e+00	3.381833e-01	0.000000e+00
GeneList1787	5.501000e+03	1.104500e+04	1.095500e+04	1.098900e+04	9.884470e-01	3.381931e-01	0.000000e+00
GeneList1795	5.503000e+03	1.104900e+04	1.095100e+04	1.098900e+04	9.884484e-01	3.382126e-01	0.000000e+00
GeneList1204	5.478000e+03	1.093500e+04	1.106500e+04	1.098900e+04	1.011681e+00	3.382903e-01	0.000000e+00
GeneList1342	5.467000e+03	1.091300e+04	1.108700e+04	1.098900e+04	1.011673e+00	3.383967e-01	0.000000e+00
GeneList290	5.458000e+03	1.089500e+04	1.110500e+04	1.098900e+04	1.011667e+00	3.384833e-01	0.000000e+00
GeneList1504	5.455000e+03	1.088900e+04	1.111100e+04	1.098900e+04	1.011665e+00	3.385121e-01	0.000000e+00
GeneList1866	5.433000e+03	1.084500e+04	1.115500e+04	1.098900e+04	1.011650e+00	3.387218e-01	0.000000e+00
GeneList725	5.426000e+03	1.089400e+04	1.110600e+04	1.098900e+04	9.887514e-01	3.423834e-01	0.000000e+00
GeneList750	5.552000e+03	1.108400e+04	1.091600e+04	1.098900e+04	1.011368e+00	3.424950e-01	0.000000e+00
GeneList1187	5.550000e+03	1.108000e+04	1.092000e+04	1.098900e+04	1.011367e+00	3.425152e-01	0.000000e+00
GeneList1632	5.539000e+03	1.105800e+04	1.094200e+04	1.098900e+04	1.011358e+00	3.426261e-01	0.000000e+00
GeneList1552	5.538000e+03	1.105600e+04	1.094400e+04	1.098900e+04	1.011357e+00	3.426362e-01	0.000000e+00
GeneList1367	5.537000e+03	1.105400e+04	1.094600e+04	1.098900e+04	1.011357e+00	3.426462e-01	0.000000e+00
GeneList431	5.458000e+03	1.095800e+04	1.104200e+04	1.098900e+04	9.887753e-01	3.427064e-01	0.000000e+00
GeneList457	5.531000e+03	1.104200e+04	1.095800e+04	1.098900e+04	1.011352e+00	3.427064e-01	0.000000e+00
GeneList1895	5.459000e+03	1.096000e+04	1.104000e+04	1.098900e+04	9.887760e-01	3.427164e-01	0.000000e+00
GeneList1848	5.519000e+03	1.101800e+04	1.098200e+04	1.098900e+04	1.011343e+00	3.428262e-01	0.000000e+00
GeneList1014	5.477000e+03	1.099600e+04	1.100400e+04	1.098900e+04	9.887891e-01	3.428958e-01	0.000000e+00
GeneList515	5.506000e+03	1.099200e+04	1.100800e+04	1.098900e+04	1.011334e+00	3.429552e-01	0.000000e+00
GeneList1618	5.505000e+03	1.099000e+04	1.101000e+04	1.098900e+04	1.011333e+00	3.429651e-01	0.000000e+00
GeneList1037	5.494000e+03	1.096800e+04	1.103200e+04	1.098900e+04	1.011325e+00	3.430736e-01	0.000000e+00
GeneList1917	5.497000e+03	1.103600e+04	1.096400e+04	1.098900e+04	9.888034e-01	3.430933e-01	0.000000e+00
GeneList904	5.503000e+03	1.104800e+04	1.095200e+04	1.098900e+04	9.888076e-01	3.431521e-01	0.000000e+00
GeneList479	5.505000e+03	1.105200e+04	1.094800e+04	1.098900e+04	9.888090e-01	3.431717e-01	0.000000e+00
GeneList1501	5.508000e+03	1.105800e+04	1.094200e+04	1.098900e+04	9.888111e-01	3.432011e-01	0.000000e+00
GeneList1162	5.467000e+03	1.091400e+04	1.108600e+04	1.098900e+04	1.011306e+00	3.433374e-01	0.000000e+00
GeneList728	5.532000e+03	1.110600e+04	1.089400e+04	1.098900e+04	9.888276e-01	3.434343e-01	0.000000e+00
GeneList1928	5.575000e+03	1.119200e+04	1.080800e+04	1.098900e+04	9.888562e-01	3.438452e-01	0.000000e+00
GeneList722	5.579000e+03	1.113900e+04	1.086100e+04	1.098900e+04	1.011022e+00	3.471817e-01	0.000000e+00
GeneList1013	5.556000e+03	1.109300e+04	1.090700e+04	1.098900e+04	1.011004e+00	3.474172e-01	0.000000e+00
GeneList284	5.551000e+03	1.108300e+04	1.091700e+04	1.098900e+04	1.011000e+00	3.474681e-01	0.000000e+00
GeneList1215	5.542000e+03	1.106500e+04	1.093500e+04	1.098900e+04	1.010993e+00	3.475594e-01	0.000000e+00
GeneList1358	5.540000e+03	1.106100e+04	1.093900e+04	1.098900e+04	1.010992e+00	3.475796e-01	0.000000e+00
GeneList1748	5.540000e+03	1.106100e+04	1.093900e+04	1.098900e+04	1.010992e+00	3.475796e-01	0.000000e+00
GeneList1133	5.538000e+03	1.105700e+04	1.094300e+04	1.098900e+04	1.010990e+00	3.475998e-01	0.000000e+00
GeneList1560	5.523000e+03	1.102700e+04	1.097300e+04	1.098900e+04	1.010979e+00	3.477508e-01	0.000000e+00
GeneList1016	5.471000e+03	1.098300e+04	1.101700e+04	1.098900e+04	9.891440e-01	3.478008e-01	0.000000e+00
GeneList118	5.479000e+03	1.099900e+04	1.100100e+04	1.098900e+04	9.891498e-01	3.478808e-01	0.000000e+00
GeneList356	5.506000e+03	1.099300e+04	1.100700e+04	1.098900e+04	1.010966e+00	3.479206e-01	0.000000e+00
GeneList1989	5.488000e+03	1.101700e+04	1.098300e+04	1.098900e+04	9.891562e-01	3.479703e-01	0.000000e+00
GeneList286	5.498000e+03	1.097700e+04	1.102300e+04	1.098900e+04	1.010960e+00	3.480000e-01	0.000000e+00
GeneList309	5.496000e+03	1.097300e+04	1.102700e+04	1.098900e+04	1.010959e+00	3.480199e-01	0.000000e+00
GeneList347	5.493000e+03	1.102700e+04	1.097300e+04	1.098900e+04	9.891598e-01	3.480199e-01	0.000000e+00
GeneList1348	5.498000e+03	1.103700e+04	1.096300e+04	1.098900e+04	9.891633e-01	3.480693e-01	0.000000e+00
GeneList1478	5.490000e+03	1.096100e+04	1.103900e+04	1.098900e+04	1.010955e+00	3.480792e-01	0.000000e+00
GeneList384	5.513000e+03	1.106700e+04	1.093300e+04	1.098900e+04	9.891739e-01	3.482170e-01	0.000000e+00
GeneList1744	5.426000e+03	1.089200e+04	1.110800e+04	1.098900e+04	9.894700e-01	3.523345e-01	0.000000e+00
GeneList194	5.439000e+03	1.091800e+04	1.108200e+04	1.098900e+04	9.894798e-01	3.524676e-01	0.000000e+00
GeneList1966	5.549000e+03	1.108000e+04	1.092000e+04	1.098900e+04	1.010631e+00	3.524778e-01	0.000000e+00
GeneList392	5.539000e+03	1.106000e+04	1.094000e+04	1.098900e+04	1.010624e+00	3.525795e-01	0.000000e+00
GeneList1193	5.531000e+03	1.104400e+04	1.095600e+04	1.098900e+04	1.010618e+00	3.526606e-01	0.000000e+00
GeneList94	5.465000e+03	1.097000e+04	1.103000e+04	1.098900e+04	9.894990e-01	3.527313e-01	0.000000e+00
GeneList244	5.509000e+03	1.100000e+04	1.100000e+04	1.098900e+04	1.010601e+00	3.528821e-01	0.000000e+00
GeneList124	5.507000e+03	1.099600e+04	1.100400e+04	1.098900e+04	1.010600e+00	3.529022e-01	0.000000e+00
GeneList62	5.489000e+03	1.101800e+04	1.098200e+04	1.098900e+04	9.895164e-01	3.529721e-01	0.000000e+00
GeneList491	5.494000e+03	1.097000e+04	1.103000e+04	1.098900e+04	1.010590e+00	3.530319e-01	0.000000e+00
GeneList1756	5.492000e+03	1.096600e+04	1.103400e+04	1.098900e+04	1.010589e+00	3.530518e-01	0.000000e+00
GeneList148	5.487000e+03	1.095600e+04	1.104400e+04	1.098900e+04	1.010585e+00	3.531014e-01	0.000000e+00
GeneList853	5.480000e+03	1.094200e+04	1.105800e+04	1.098900e+04	1.010580e+00	3.531708e-01	0.000000e+00
GeneList454	5.513000e+03	1.106600e+04	1.093400e+04	1.098900e+04	9.895333e-01	3.532103e-01	0.000000e+00
GeneList349	5.473000e+03	1.092800e+04	1.107200e+04	1.098900e+04	1.010575e+00	3.532399e-01	0.000000e+00
GeneList1265	5.523000e+03	1.108600e+04	1.091400e+04	1.098900e+04	9.895402e-01	3.533087e-01	0.000000e+00
GeneList563	5.392000e+03	1.082300e+04	1.117700e+04	1.098900e+04	9.898035e-01	3.569956e-01	0.000000e+00
GeneList1362	5.422000e+03	1.088300e+04	1.111700e+04	1.098900e+04	9.898265e-01	3.573075e-01	0.000000e+00
GeneList1260	5.436000e+03	1.091100e+04	1.108900e+04	1.098900e+04	9.898371e-01	3.574516e-01	0.000000e+00
GeneList199	5.437000e+03	1.091300e+04	1.108700e+04	1.098900e+04	9.898379e-01	3.574619e-01	0.000000e+00
GeneList1289	5.541000e+03	1.106500e+04	1.093500e+04	1.098900e+04	1.010258e+00	3.575745e-01	0.000000e+00
GeneList1388	5.540000e+03	1.106300e+04	1.093700e+04	1.098900e+04	1.010257e+00	3.575847e-01	0.000000e+00
GeneList954	5.534000e+03	1.105100e+04	1.094900e+04	1.098900e+04	1.010253e+00	3.576458e-01	0.000000e+00
GeneList1537	5.457000e+03	1.095300e+04	1.104700e+04	1.098900e+04	9.898527e-01	3.576662e-01	0.000000e+00
GeneList808	5.463000e+03	1.096500e+04	1.103500e+04	1.098900e+04	9.898571e-01	3.577272e-01	0.000000e+00
GeneList1009	5.465000e+03	1.096900e+04	1.103100e+04	1.098900e+04	9.898586e-01	3.577474e-01	0.000000e+00
GeneList611	5.520000e+03	1.102300e+04	1.097700e+04	1.098900e+04	1.010242e+00	3.577879e-01	0.000000e+00
GeneList623	5.471000e+03	1.098100e+04	1.101900e+04	1.098900e+04	9.898629e-01	3.578082e-01	0.000000e+00
GeneList1969	5.516000e+03	1.101500e+04	1.098500e+04	1.098900e+04	1.010239e+00	3.578284e-01	0.000000e+00
