	NR_kstwo
A6.559	-0.748275
A6.560	1.177738
A6.561	1.627420
A6.562	-0.194199
A6.563	-0.807172
A6.564	1.189460
A6.565	0.713874
A6.566	0.092419
A6.567	-0.423300
A6.568	-2.479502
A6.569	-0.990091
A6.570	-0.461847
A6.571	2.831099
A6.572	-0.189262
A6.573	-2.104105
A6.574	-0.264402
A6.575	2.227264
A6.576	0.661857
A6.577	0.307803
A6.578	-1.407641
A6.579	0.125505
A6.580	1.832200
A6.581	0.246417
A6.582	-0.337952
A6.583	1.489981
A6.584	-2.592050
A6.585	-0.825745
A6.586	0.267643
A6.587	-0.353291
A6.588	0.891012
A6.589	1.401152
A6.590	0.209399
A6.591	1.487657
A6.592	0.193368
A6.593	0.753684
A6.594	1.280176
A6.595	-1.624657
A6.596	-1.345231
A6.597	-0.877830
A6.598	1.158024
A6.599	-0.149728
A6.600	1.466409
A6.601	0.903162
A6.602	-0.772902
A6.603	-0.485945
A6.604	0.283448
A6.605	-1.848138
A6.606	0.380325
A6.607	-1.679060
A6.608	0.138939
A6.609	-0.853968
A6.610	1.180432
A6.611	0.086753
A6.612	-0.510205
A6.613	0.050266
A6.614	0.612821
A6.615	-0.418161
A6.616	0.735195
A6.617	1.660449
A6.618	1.097234
A6.619	0.545190
A6.620	-0.883492
A6.621	-1.952901
A6.622	2.319641
A6.623	1.597636
A6.624	0.223900
A6.625	-0.460040
A6.626	-1.640896
A6.627	-0.436489
A6.628	-0.315854
A6.629	1.509267
A6.630	-1.012765
A6.631	1.253171
A6.632	1.124246
A6.633	0.837440
A6.634	-1.006170
A6.635	0.799968
A6.636	0.561645
A6.637	-2.110354
A6.638	1.297490
A6.639	-1.481599
A6.640	-0.670542
A6.641	-0.588003
A6.642	0.036349
A6.643	-0.399026
A6.644	-0.595055
A6.645	-0.492514
A6.646	-0.371072
A6.647	0.681807
A6.648	-1.786035
A6.649	2.429246
A6.650	1.179781
A6.651	1.005248
A6.652	0.036873
A6.653	1.855506
A6.654	-0.640308
A6.655	-0.874759
A6.656	0.811319
A6.657	1.650675
A6.658	-1.082934
A6.659	1.427990
A6.660	-0.070024
A6.661	-0.879713
A6.662	0.197380
A6.663	0.409312
A6.664	-0.187507
A6.665	-1.478056
A6.666	-2.609854
A6.667	-0.785578
A6.668	-1.381629
A6.669	-0.017777
A6.670	0.237028
A6.671	2.602719
A6.672	0.515409
A6.673	0.642519
A6.674	-0.398960
A6.675	-0.549735
A6.676	0.547350
A6.677	1.045732
A6.678	-0.028529
A6.679	2.043844
A6.680	0.531420
A6.681	-1.278021
A6.682	-0.299153
A6.683	0.412283
A6.684	1.010022
A6.685	0.898845
A6.686	-0.708061
A6.687	0.015663
A6.688	0.808109
A6.689	-1.698165
A6.690	0.917415
A6.691	-0.918347
A6.692	1.040999
A6.693	-1.024026
A6.694	-1.424045
A6.695	1.894671
A6.696	0.599996
A6.697	-0.921328
A6.698	-0.322600
A6.699	-0.572992
A6.700	-0.868474
A6.701	-1.977797
A6.702	-0.089619
A6.703	-0.702753
A6.704	-0.518024
A6.705	2.467382
A6.706	-1.192994
A6.707	-1.594853
A6.708	0.290369
A6.709	0.352215
A6.710	2.611491
A6.711	0.228482
A6.712	-1.155904
A6.713	0.449781
A6.714	1.154562
A6.715	0.387220
A6.716	1.161891
A6.717	-0.791839
A6.718	0.474314
A6.719	-0.444964
A6.720	1.610357
A6.721	-1.251185
A6.722	-0.979870
A6.723	-0.716809
A6.724	-0.029140
A6.725	-0.033190
A6.726	-0.300537
A6.727	-0.197552
A6.728	1.328383
A6.729	0.322921
A6.730	-0.215614
A6.731	-0.673381
A6.732	0.605232
A6.733	-0.659846
A6.734	-1.963443
A6.735	1.627209
A6.736	0.832970
A6.737	-0.482435
A6.738	-0.967447
A6.739	-0.874230
A6.740	0.139788
A6.741	-1.815576
A6.742	1.093330
A6.743	2.806341
A6.744	-3.111164
A6.745	2.213873
A6.746	-0.018528
A6.747	-0.961280
A6.748	-1.133462
A6.749	0.962141
A6.750	0.498177
A6.751	1.268694
A6.752	-2.654755
A6.753	0.234511
A6.754	-0.478183
A6.755	-1.829877
A6.756	-0.733054
A6.757	1.018949
A6.758	0.043545
A6.759	-0.189945
A6.760	-1.096112
A6.761	0.673019
A6.762	1.321957
A6.763	-1.534596
A6.764	-0.601733
A6.765	0.318224
A6.766	-1.425024
A6.767	-0.675185
A6.768	-0.881748
A6.769	2.170758
A6.770	-0.420090
A6.771	-0.773953
A6.772	0.944244
A6.773	2.292895
A6.774	-1.653870
A6.775	-0.697750
A6.776	0.732580
A6.777	-1.204319
A6.778	-0.952725
A6.779	-0.968789
A6.780	-0.500137
A6.781	1.057624
A6.782	1.553273
A6.783	-0.636343
A6.784	-1.310491
A6.785	1.938481
A6.786	1.416093
A6.787	-1.497729
A6.788	-0.561427
A6.789	0.844315
A6.790	0.815870
A6.791	-2.027524
A6.792	-1.303430
A6.793	-0.837362
A6.794	-1.659375
A6.795	-0.251709
A6.796	0.807718
A6.797	2.179429
A6.798	0.169860
A6.799	1.832616
A6.800	0.543650
A6.801	0.750774
A6.802	0.785789
A6.803	-1.790842
A6.804	0.696556
A6.805	1.347709
A6.806	2.646044
A6.807	-0.483889
A6.808	-0.027492
A6.809	-0.955614
A6.810	0.706282
A6.811	-0.853634
A6.812	-0.353931
A6.813	0.429027
A6.814	1.604090
A6.815	-2.021081
A6.816	1.314729
A6.817	-2.221324
A6.818	0.007198
A6.819	-0.593592
A6.820	0.278203
A6.821	0.341127
A6.822	0.483147
A6.823	2.618187
A6.824	0.455112
A6.825	-0.500463
A6.826	0.786463
A6.827	-0.779988
A6.828	-1.014475
A6.829	-1.292614
A6.830	0.813498
A6.831	0.975176
A6.832	1.308417
A6.833	0.797784
A6.834	0.416436
A6.835	-0.121770
A6.836	-1.290912
A6.837	-1.740041
A6.838	-1.025003
A6.839	0.372142
A6.840	0.067103
A6.841	0.922226
A6.842	1.226359
A6.843	-3.322998
A6.844	0.288503
A6.845	-0.603644
A6.846	-1.992276
A6.847	-0.376665
A6.848	0.055043
A6.849	1.751457
A6.850	0.592532
A6.851	-0.341168
A6.852	1.898451
A6.853	-0.560430
A6.854	0.527578
A6.855	1.290972
A6.856	0.222843
A6.857	-1.308586
A6.858	-1.439039
A6.859	-1.643019
A6.860	-1.683607
A6.861	1.479709
A6.862	-0.265937
A6.863	0.175527
A6.864	0.767942
A6.865	-1.265466
A6.866	-0.296166
A6.867	-1.323886
A6.868	-1.357232
A6.869	0.303937
A6.870	0.424308
A6.871	1.693930
A6.872	1.173239
A6.873	1.419438
A6.874	-0.148924
A6.875	-1.623175
A6.876	-2.202757
A6.877	2.606371
A6.878	-0.981721
A6.879	2.861936
A6.880	-0.981477
A6.881	-0.520688
A6.882	0.209396
A6.883	-0.554827
A6.884	0.617899
A6.885	2.333434
A6.886	1.000844
A6.887	1.304745
A6.888	-0.885056
A6.889	1.207230
A6.890	-3.137190
A6.891	0.731841
A6.892	-1.497558
A6.893	0.855195
A6.894	-1.497357
A6.895	0.241417
A6.896	-0.722809
A6.897	-0.533152
A6.898	1.209654
A6.899	-0.677537
A6.900	-0.517444
A6.901	0.634828
A6.902	0.880224
A6.903	-1.845335
A6.904	1.859923
A6.905	-0.995580
A6.906	1.262115
A6.907	-1.597994
A6.908	0.567031
A6.909	4.431715
A6.910	-2.421867
A6.911	0.008677
A6.912	0.114762
A6.913	-1.421642
A6.914	-1.054417
A6.915	1.113906
A6.916	2.670978
A6.917	-1.683880
A6.918	0.864423
A6.919	0.272007
A6.920	0.391928
A6.921	1.522793
A6.922	0.115243
A6.923	-1.819349
A6.924	-0.503103
A6.925	0.351785
A6.926	-0.724535
A6.927	-0.432198
A6.928	2.678227
A6.929	0.482449
A6.930	1.613589
A6.931	-1.394294
A6.932	0.759436
A6.933	-1.269921
A6.934	-0.060747
A6.935	0.758303
A6.936	-0.531766
A6.937	0.445191
A6.938	-0.471524
A6.939	-3.823988
A6.940	2.634974
A6.941	0.616725
A6.942	-1.945310
A6.943	0.828641
A6.944	-0.188700
A6.945	-1.774894
A6.946	0.959948
A6.947	1.215164
A6.948	-0.319156
A6.949	-0.877742
A6.950	-0.216034
A6.951	-1.002389
A6.952	-1.059696
A6.953	1.052862
A6.954	1.169692
A6.955	1.504908
A6.956	0.626902
A6.957	-0.366981
A6.958	-1.562108
A6.959	-0.445847
A6.960	-0.108542
A6.961	-0.361230
A6.962	0.615073
A6.963	2.023132
A6.964	1.744497
A6.965	2.244522
A6.966	-1.466996
A6.967	-0.211557
A6.968	0.420429
A6.969	-0.588903
A6.970	0.716349
A6.971	-2.949159
A6.972	-0.913560
A6.973	0.837780
A6.974	1.761992
A6.975	0.510210
A6.976	-0.708712
A6.977	1.912360
A6.978	2.266513
A6.979	0.548135
A6.980	0.354111
A6.981	-0.711239
A6.982	-0.453084
A6.983	1.118889
A6.984	-1.185818
A6.985	-1.377748
A6.986	0.818765
A6.987	0.463591
A6.988	-0.280541
A6.989	1.396801
A6.990	2.711085
A6.991	1.990319
A6.992	1.277442
A6.993	-1.975717
A6.994	1.344823
A6.995	-1.782768
A6.996	1.226228
A6.997	0.726482
A6.998	0.633762
A6.999	1.564070
A6.1000	0.102723
A7.1	-1.429943
A7.2	0.855914
A7.3	-1.461802
A7.4	0.349311
A7.5	0.441314
A7.6	0.442362
A7.7	2.371981
A7.8	0.423028
A7.9	-0.028465
A7.10	-2.832495
A7.11	-2.257558
A7.12	0.896965
A7.13	-1.123165
A7.14	-2.590040
A7.15	0.267829
A7.16	0.348000
A7.17	1.976709
A7.18	0.760559
A7.19	0.904123
A7.20	0.474098
A7.21	-0.258841
A7.22	1.348898
A7.23	0.192171
A7.24	-1.760977
A7.25	0.613952
A7.26	2.896522
A7.27	-0.037894
A7.28	0.492488
A7.29	-1.299014
A7.30	0.541690
A7.31	-0.005608
A7.32	0.575521
A7.33	-0.095267
A7.34	1.252293
A7.35	-2.655008
A7.36	0.414066
A7.37	-1.471888
A7.38	1.770842
A7.39	0.924438
A7.40	0.869256
A7.41	-1.338729
A7.42	-0.062535
A7.43	-0.334445
A7.44	0.300049
A7.45	0.311863
A7.46	0.064145
A7.47	0.480390
A7.48	1.656335
A7.49	1.566137
A7.50	-1.259383
A7.51	1.637048
A7.52	-1.773794
A7.53	0.339350
A7.54	1.119012
A7.55	-1.324504
A7.56	-0.409499
A7.57	0.163053
A7.58	0.219338
A7.59	-0.592549
A7.60	-1.344114
A7.61	0.139610
A7.62	-1.037760
A7.63	0.186396
A7.64	0.603055
A7.65	1.434314
A7.66	-1.556681
A7.67	1.370786
A7.68	0.483148
A7.69	-2.133797
A7.70	-0.198394
A7.71	0.797865
A7.72	0.688843
A7.73	-1.222111
A7.74	-0.924343
A7.75	-0.823400
A7.76	2.267438
A7.77	-2.143025
A7.78	0.178683
A7.79	0.316475
A7.80	-0.070757
A7.81	-1.863123
A7.82	-1.603333
A7.83	1.029769
A7.84	0.794667
A7.85	-0.739254
A7.86	1.307589
A7.87	-0.265635
A7.88	1.660935
A7.89	0.995410
A7.90	0.848872
A7.91	0.000686
A7.92	-0.613750
A7.93	0.265359
A7.94	-0.213036
A7.95	3.543491
A7.96	0.891052
A7.97	-0.350776
A7.98	0.904446
A7.99	-1.265739
A7.100	1.104296
A7.101	0.124484
A7.102	0.839183
A7.103	-1.022028
A7.104	1.313886
A7.105	-0.026888
A7.106	0.499270
A7.107	1.377230
A7.108	1.335542
A7.109	-0.068523
A7.110	-1.613778
A7.111	0.672768
A7.112	1.198854
A7.113	-1.181784
A7.114	0.631821
A7.115	0.449856
A7.116	-1.709225
A7.117	-1.565600
A7.118	0.582211
A7.119	1.604412
A7.120	-0.989542
A7.121	-0.250529
A7.122	-1.446320
A7.123	-2.852260
A7.124	0.467812
A7.125	1.204403
A7.126	0.611803
A7.127	-0.830148
A7.128	-1.746498
A7.129	0.006460
A7.130	1.499377
A7.131	-0.865563
A7.132	-0.463431
A7.133	-0.941185
A7.134	0.673542
A7.135	0.023097
A7.136	-0.410873
A7.137	-0.741691
A7.138	-0.652746
A7.139	1.355449
A7.140	-0.388375
A7.141	-0.661426
A7.142	0.781694
A7.143	-1.303740
A7.144	2.372574
A7.145	-0.486133
A7.146	0.956512
A7.147	-0.393406
A7.148	-0.265711
A7.149	0.732861
A7.150	1.843988
A7.151	1.184001
A7.152	2.588630
A7.153	2.167162
A7.154	0.302817
A7.155	1.682733
A7.156	1.102335
A7.157	-2.844958
A7.158	-0.323314
A7.159	0.097101
A7.160	-0.051328
A7.161	-1.391441
A7.162	-1.623987
A7.163	2.044043
A7.164	-1.479744
A7.165	-0.142404
A7.166	0.253002
A7.167	0.661753
A7.168	-2.885541
A7.169	-0.956295
A7.170	0.371717
A7.171	0.647580
A7.172	0.732512
A7.173	0.937913
A7.174	0.587308
A7.175	-1.602781
A7.176	1.868785
A7.177	-2.874866
A7.178	0.076309
A7.179	1.083767
A7.180	0.592344
A7.181	0.224124
A7.182	0.142833
A7.183	0.699839
A7.184	-2.565828
A7.185	-0.084518
A7.186	-1.652468
A7.187	-2.697546
A7.188	-0.380016
A7.189	-1.657645
A7.190	2.581127
A7.191	-2.524316
A7.192	0.064649
A7.193	-3.324746
A7.194	0.167696
A7.195	1.947152
A7.196	2.493937
A7.197	0.189479
A7.198	2.731714
A7.199	-1.833919
A7.200	0.959454
A7.201	-0.849050
A7.202	-1.699116
A7.203	-2.626481
A7.204	2.049189
A7.205	0.771735
A7.206	-0.959226
A7.207	0.106233
A7.208	-1.101749
A7.209	1.117937
A7.210	1.122197
A7.211	-0.774668
A7.212	-1.116794
A7.213	1.535720
A7.214	1.209512
A7.215	-0.622497
A7.216	0.462883
A7.217	-1.434821
A7.218	0.821229
A7.219	-1.541488
A7.220	1.376612
A7.221	-1.325162
A7.222	-1.063760
A7.223	-2.132575
A7.224	0.032934
A7.225	-0.966253
A7.226	-0.677423
A7.227	-0.030193
A7.228	-2.086559
A7.229	1.130986
A7.230	0.878151
A7.231	-1.209512
A7.232	0.002115
A7.233	-2.860296
A7.234	0.466920
A7.235	0.235540
A7.236	0.456070
A7.237	0.896946
A7.238	-1.027974
A7.239	-0.391287
A7.240	0.766335
A7.241	0.223651
A7.242	0.614502
A7.243	-0.779676
A7.244	-0.824646
A7.245	-1.856339
A7.246	0.033095
A7.247	-0.069914
A7.248	-0.722155
A7.249	-0.620525
A7.250	1.520923
A7.251	-2.054847
A7.252	0.882396
A7.253	-2.034920
A7.254	0.333737
A7.255	0.955527
A7.256	0.177087
A7.257	1.085395
A7.258	-0.081611
A7.259	0.804733
A7.260	2.330785
A7.261	1.344215
A7.262	-1.224274
A7.263	-0.754760
A7.264	0.074802
A7.265	-0.840193
A7.266	-2.098483
A7.267	-0.122089
A7.268	0.358657
A7.269	0.168048
A7.270	1.008005
A7.271	-0.975135
A7.272	-0.523880
A7.273	1.100098
A7.274	1.283243
A7.275	0.282647
A7.276	-0.470515
A7.277	1.068534
A7.278	-0.847914
A7.279	-1.407481
A7.280	1.707432
A7.281	0.635173
A7.282	-0.246953
A7.283	2.038657
A7.284	1.372751
A7.285	-2.080138
A7.286	-1.507394
A7.287	0.840189
A7.288	-0.628926
A7.289	2.154788
A7.290	-0.368924
A7.291	0.571433
A7.292	-0.798904
A7.293	-0.348678
A7.294	-0.728966
A7.295	-0.176641
A7.296	-2.001476
A7.297	-2.482886
A7.298	-0.645293
A7.299	2.682775
A7.300	2.262906
A7.301	2.039221
A7.302	0.359832
A7.303	1.614098
A7.304	-1.913267
A7.305	-0.234382
A7.306	-0.335341
A7.307	0.375250
A7.308	-1.809070
A7.309	-0.882325
A7.310	-0.511020
A7.311	0.457689
A7.312	-0.647230
A7.313	1.113080
A7.314	-1.813238
A7.315	-0.598058
A7.316	1.278472
A7.317	-1.736189
A7.318	0.663071
A7.319	2.446472
A7.320	0.825071
A7.321	-2.453464
A7.322	0.433926
A7.323	0.504607
A7.324	-0.894862
A7.325	0.420171
A7.326	0.244128
A7.327	-1.068803
A7.328	0.932729
A7.329	-0.611241
A7.330	-2.055610
A7.331	-2.131963
A7.332	1.583453
A7.333	-0.981958
A7.334	0.391648
A7.335	-0.554893
A7.336	-0.371959
A7.337	-1.028184
A7.338	-1.904389
A7.339	0.900807
A7.340	-0.125740
A7.341	0.014818
A7.342	-1.585821
A7.343	0.901142
A7.344	1.637669
A7.345	-0.549848
A7.346	1.716831
A7.347	0.749314
A7.348	1.752504
A7.349	2.047999
A7.350	2.015630
A7.351	-0.342205
A7.352	0.225535
A7.353	0.171040
A7.354	1.983150
A7.355	-0.646083
A7.356	2.415597
A7.357	-0.091467
A7.358	0.428205
A7.359	0.279757
A7.360	0.776927
A7.361	-1.314832
A7.362	-0.868355
A7.363	-1.420023
A7.364	-0.940392
A7.365	0.699058
A7.366	0.122115
A7.367	-1.168865
A7.368	0.174963
A7.369	1.821196
A7.370	1.365748
A7.371	0.016466
A7.372	-1.758629
A7.373	-1.190164
A7.374	-1.470335
A7.375	0.305222
A7.376	0.246597
A7.377	-0.022512
A7.378	0.921292
A7.379	-1.199364
A7.380	-1.162658
A7.381	-1.436259
A7.382	0.116578
A7.383	0.012450
A7.384	0.945822
A7.385	1.440643
A7.386	2.380096
A7.387	-0.844981
A7.388	0.082808
A7.389	1.150891
A7.390	0.554697
A7.391	3.414670
A7.392	0.771461
A7.393	-0.349750
A7.394	-0.720593
A7.395	-1.280069
A7.396	2.256657
A7.397	0.829014
A7.398	1.075403
A7.399	0.872197
A7.400	2.938084
A7.401	2.477037
A7.402	1.945975
A7.403	1.078857
A7.404	0.044273
A7.405	0.974087
A7.406	0.543004
A7.407	0.010116
A7.408	2.335925
A7.409	1.837942
A7.410	0.067275
A7.411	0.058389
A7.412	-0.185144
A7.413	0.479995
A7.414	-0.813416
A7.415	0.572265
A7.416	-0.748321
A7.417	-0.268589
A7.418	-1.280976
A7.419	-1.039538
A7.420	1.529970
A7.421	-1.001566
A7.422	0.513290
A7.423	-1.734627
A7.424	0.191382
A7.425	-2.184062
A7.426	-0.089100
A7.427	-1.068458
A7.428	-0.940722
A7.429	-0.707764
A7.430	1.457963
A7.431	-0.488509
A7.432	0.740630
A7.433	2.980276
A7.434	0.672060
A7.435	-0.213127
A7.436	4.123601
A7.437	0.721027
A7.438	-0.404110
A7.439	-1.693227
A7.440	-1.775487
A7.441	-2.014801
A7.442	0.281930
A7.443	0.051353
A7.444	-1.523078
A7.445	0.518269
A7.446	2.031546
A7.447	-1.377694
A7.448	0.600931
A7.449	1.448613
A7.450	-1.237463
A7.451	-0.171358
A7.452	2.150128
A7.453	-2.944304
A7.454	-0.615309
A7.455	-1.110678
A7.456	-1.345014
A7.457	-2.176040
A7.458	0.141468
A7.459	-0.391874
A7.460	0.470988
A7.461	-0.247408
A7.462	0.694518
A7.463	1.453772
A7.464	-0.179523
A7.465	-1.629423
A7.466	-0.867044
A7.467	-0.811219
A7.468	-1.246181
A7.469	1.979453
A7.470	-1.835525
A7.471	-1.994607
A7.472	1.788720
A7.473	3.073831
A7.474	-0.847409
A7.475	-1.915729
A7.476	-1.682520
A7.477	-0.322631
A7.478	-0.046139
A7.479	-0.504116
A7.480	0.959229
A7.481	-0.790609
A7.482	-0.476947
A7.483	-0.549813
A7.484	-0.705073
A7.485	1.055260
A7.486	-0.217561
A7.487	0.600692
A7.488	-0.793306
A7.489	0.759376
A7.490	1.020264
A7.491	-2.566319
A7.492	0.184229
A7.493	-0.355751
A7.494	-1.498832
A7.495	-1.067851
A7.496	1.180434
A7.497	-1.372887
A7.498	-0.713204
A7.499	0.559239
A7.500	-0.926106
A7.501	-1.172413
A7.502	-1.564421
A7.503	-0.388419
A7.504	0.719735
A7.505	-0.206417
A7.506	-1.173405
A7.507	0.277388
A7.508	0.147176
A7.509	0.177728
A7.510	-0.371385
A7.511	-0.601284
A7.512	0.607246
A7.513	0.284492
A7.514	-0.094550
A7.515	-0.225948
A7.516	0.355146
A7.517	0.764335
A7.518	-0.062904
A7.519	-0.358589
A7.520	1.086808
A7.521	0.818779
A7.522	0.545511
A7.523	-1.839350
A7.524	1.593940
A7.525	0.358505
A7.526	0.004676
A7.527	-0.341487
A7.528	0.437069
A7.529	-0.123594
A7.530	1.077830
A7.531	-1.230775
A7.532	0.785935
A7.533	0.383495
A7.534	-0.038804
A7.535	0.273999
A7.536	0.620422
A7.537	2.204180
A7.538	1.017695
A7.539	0.427360
A7.540	-0.883415
A7.541	1.953908
A7.542	1.051854
A7.543	0.183124
A7.544	1.088606
A7.545	-2.137783
A7.546	0.160124
A7.547	-0.843162
A7.548	-1.932578
A7.549	1.473708
A7.550	0.408749
A7.551	1.452302
A7.552	-2.804389
A7.553	-0.782333
A7.554	1.480085
A7.555	-0.123796
A7.556	2.264446
A7.557	0.051816
A7.558	-0.498475
A7.559	2.647716
A7.560	-0.748625
A7.561	-3.355684
A7.562	0.736490
A7.563	-1.185891
A7.564	1.238307
A7.565	-1.276996
A7.566	0.999709
A7.567	0.309899
A7.568	0.118242
A7.569	1.190405
A7.570	-2.490570
A7.571	-1.009706
A7.572	0.275732
A7.573	2.628063
A7.574	1.223035
A7.575	1.905174
A7.576	-0.471566
A7.577	0.213888
A7.578	-0.828210
A7.579	-0.996484
A7.580	3.571006
A7.581	-0.465574
A7.582	-0.807245
A7.583	-0.759383
A7.584	1.792243
A7.585	0.627988
A7.586	1.521973
A7.587	0.596385
A7.588	-0.721681
A7.589	-1.042638
A7.590	-0.432439
A7.591	0.490890
A7.592	0.288276
A7.593	-3.197147
A7.594	1.004052
A7.595	0.259453
A7.596	-0.894653
A7.597	0.293585
A7.598	-0.758551
A7.599	-0.155714
A7.600	1.206581
A7.601	-1.054257
A7.602	-0.720527
A7.603	-0.621606
A7.604	-1.245455
A7.605	0.577919
A7.606	1.334836
A7.607	1.094798
A7.608	-0.792903
A7.609	-0.449494
A7.610	1.057556
A7.611	-1.689901
A7.612	1.926227
A7.613	0.034248
A7.614	-0.208798
A7.615	-1.424006
A7.616	0.891141
A7.617	-0.871928
A7.618	0.377802
A7.619	1.965904
A7.620	-1.059197
A7.621	0.803004
A7.622	-0.042798
A7.623	-0.722641
A7.624	-1.697411
A7.625	0.089999
A7.626	-1.019770
A7.627	0.386701
A7.628	-2.028180
A7.629	-1.656147
A7.630	-0.459562
A7.631	-2.083712
A7.632	-1.136734
A7.633	2.563823
A7.634	-2.473820
A7.635	0.046599
A7.636	-0.171885
A7.637	2.532305
A7.638	-0.116751
A7.639	1.836482
A7.640	-0.559674
A7.641	2.157999
A7.642	0.226810
A7.643	-0.966621
A7.644	-0.999382
A7.645	-1.922128
A7.646	0.187284
A7.647	-3.026829
A7.648	0.810920
A7.649	-0.906028
A7.650	1.582145
A7.651	-1.167271
A7.652	1.987092
A7.653	-0.432629
A7.654	-0.752726
A7.655	1.481156
A7.656	0.174594
A7.657	1.564733
A7.658	0.650665
A7.659	-1.209041
A7.660	0.535120
A7.661	1.442756
A7.662	0.475573
A7.663	0.330325
A7.664	1.327095
A7.665	-1.832467
A7.666	-0.167773
A7.667	1.509719
A7.668	3.571275
A7.669	0.087074
A7.670	-2.956651
A7.671	-0.355479
A7.672	-0.074310
A7.673	1.467220
A7.674	-0.563311
A7.675	-0.022447
A7.676	-0.669600
A7.677	-1.038741
A7.678	-1.346992
A7.679	-0.321535
A7.680	2.227708
A7.681	0.652540
A7.682	1.147830
A7.683	2.486260
A7.684	-0.186111
A7.685	0.819152
A7.686	-0.286023
A7.687	0.246650
A7.688	-1.210752
A7.689	-0.541699
A7.690	2.991120
A7.691	1.508559
A7.692	-1.318810
A7.693	0.281045
A7.694	-0.014302
A7.695	1.630005
A7.696	0.072596
A7.697	-0.025736
A7.698	0.273217
A7.699	1.610617
A7.700	-1.527406
A7.701	-0.696837
A7.702	-0.650845
A7.703	-1.015293
A7.704	-0.540708
A7.705	-1.410425
A7.706	0.888763
A7.707	-0.748017
A7.708	-0.732602
A7.709	-3.496373
A7.710	-0.131373
A7.711	0.548002
A7.712	0.774467
A7.713	-2.182823
A7.714	-0.360105
A7.715	-0.241096
A7.716	-0.247577
A7.717	0.359307
A7.718	1.037981
A7.719	-1.796682
A7.720	-0.495834
A7.721	1.533500
A7.722	-0.371520
A7.723	-0.762105
A7.724	-0.236003
A7.725	0.137682
A7.726	-0.487207
A7.727	-1.495346
A7.728	-0.771026
A7.729	-0.334776
A7.730	0.612649
A7.731	-0.787271
A7.732	0.640802
A7.733	2.859377
A7.734	0.563639
A7.735	-1.066966
A7.736	0.735204
A7.737	1.301415
A7.738	0.483810
A7.739	-0.180166
A7.740	-0.221376
A7.741	-0.377146
A7.742	0.088126
A7.743	-0.272687
A7.744	0.260199
A7.745	-1.029257
A7.746	-0.007367
A7.747	-0.500458
A7.748	0.968346
A7.749	0.196357
A7.750	-0.032486
A7.751	-0.568131
A7.752	-0.942835
A7.753	-0.307032
A7.754	0.646937
A7.755	-0.081530
A7.756	0.205002
A7.757	1.001111
A7.758	-1.479457
A7.759	0.075555
A7.760	-0.223534
A7.761	-2.251750
A7.762	1.535914
A7.763	-1.689411
A7.764	0.014480
A7.765	1.249334
A7.766	0.448077
A7.767	-1.111460
A7.768	-1.749772
A7.769	-1.272755
A7.770	1.901753
A7.771	0.830617
A7.772	0.292562
A7.773	-0.687694
A7.774	-2.239590
A7.775	1.202142
A7.776	-1.487287
A7.777	-3.280016
A7.778	-0.233624
A7.779	-0.541679
A7.780	-0.941967
A7.781	0.192301
A7.782	1.194343
A7.783	-1.136041
A7.784	-1.590209
A7.785	-0.261080
A7.786	0.271963
A7.787	1.316808
A7.788	-0.847078
A7.789	1.240832
A7.790	1.185673
A7.791	-0.410316
A7.792	0.112711
A7.793	-0.819656
A7.794	0.265961
A7.795	0.217543
A7.796	0.679893
A7.797	-1.967586
A7.798	-0.986998
A7.799	-2.521135
A7.800	-0.655270
A7.801	2.124935
A7.802	0.788768
A7.803	-0.301076
A7.804	-0.552005
A7.805	-0.882228
A7.806	0.712682
A7.807	3.344452
A7.808	-0.329084
A7.809	1.327309
A7.810	0.090059
A7.811	0.712282
A7.812	0.276040
A7.813	-0.185459
A7.814	1.231166
A7.815	0.428476
A7.816	-0.865054
A7.817	1.476900
A7.818	-0.126653
A7.819	1.705761
A7.820	0.191628
A7.821	0.700554
A7.822	1.004205
A7.823	0.048980
A7.824	0.741195
A7.825	0.154857
A7.826	1.097874
A7.827	-0.110069
A7.828	1.551359
A7.829	-2.408281
A7.830	0.320973
A7.831	0.878562
A7.832	-1.843414
A7.833	-0.968316
A7.834	1.084907
A7.835	-0.055524
A7.836	1.453373
A7.837	0.480484
A7.838	-2.171980
A7.839	-0.921315
A7.840	-0.103763
A7.841	0.592405
A7.842	-0.296716
A7.843	-1.726840
A7.844	0.532631
A7.845	1.125944
A7.846	-0.998187
A7.847	-0.006589
A7.848	0.126898
A7.849	1.816728
A7.850	1.242039
A7.851	-0.520695
A7.852	-0.017441
A7.853	-0.523167
A7.854	-0.851619
A7.855	0.569558
A7.856	-2.504982
A7.857	0.038737
A7.858	-0.930084
A7.859	-1.396381
A7.860	-0.556477
A7.861	-0.223867
A7.862	1.621189
A7.863	1.441860
A7.864	0.012190
A7.865	1.121364
A7.866	-1.093405
A7.867	1.305706
A7.868	-1.953182
A7.869	-1.934236
A7.870	-1.887859
A7.871	-0.346354
A7.872	-0.537052
A7.873	-1.494607
A7.874	0.402572
A7.875	-0.736021
A7.876	2.680625
A7.877	0.052238
A7.878	-2.562487
A7.879	-0.691050
A7.880	-0.468263
A7.881	-0.692052
A7.882	0.761250
A7.883	-0.216598
A7.884	0.972854
A7.885	-2.243479
A7.886	1.533052
A7.887	0.333313
A7.888	0.463584
A7.889	-1.937379
A7.890	-0.758502
A7.891	1.247426
A7.892	0.390552
